% 1. Title: Branin Function
% 3. Number of instances: 225
% 6. Number of attributes: 2 (all real)
@relation branin
@attribute 'x0' real
@attribute 'x1' real
@attribute 'y' real
@data -5.0, 0.0, 308.12909601160663
@data -3.928571428571429, 0.0, 206.17828891713032
@data -2.857142857142857, 0.0, 135.386695178302
@data -1.7857142857142856, 0.0, 93.58856919650563
@data -0.7142857142857144, 0.0, 69.1343260176296
@data 0.35714285714285676, 0.0, 48.67764971447707
@data 1.4285714285714288, 0.0, 27.281158565618124
@data 2.5, 0.0, 10.307908486409694
@data 3.571428571428571, 0.0, 5.127298600668599
@data 4.642857142857142, 0.0, 11.279971926057986
@data 5.7142857142857135, 0.0, 19.352430062289997
@data 6.785714285714285, 0.0, 19.73430463586135
@data 7.857142857142858, 0.0, 12.13094220320489
@data 8.928571428571429, 0.0, 5.916727209236576
@data 10.0, 0.0, 10.960889035651505
@data -5.0, 1.0714285714285714, 272.446998302721
@data -3.928571428571429, 1.0714285714285714, 176.7984470588781
@data -2.857142857142857, 1.0714285714285714, 111.67354398356824
@data -1.7857142857142856, 1.0714285714285714, 74.90654347817522
@data -0.7142857142857144, 1.0714285714285714, 54.847860588587494
@data 0.35714285714285676, 1.0714285714285714, 38.151179387608195
@data 1.4285714285714288, 1.0714285714285714, 19.879118153807426
@data 2.5, 1.0714285714285714, 5.3947328025421015
@data 3.571428571428571, 1.0714285714285714, 2.067422457629047
@data 4.642857142857142, 1.0714285714285714, 9.437830136731412
@data 5.7142857142857135, 1.0714285714285714, 18.092457439561333
@data 6.785714285714285, 1.0714285714285714, 18.420935992615533
@data 7.857142857142858, 1.0714285714285714, 10.128612352326853
@data 8.928571428571429, 1.0714285714285714, 2.589870963611258
@data 10.0, 1.0714285714285714, 5.673941208163837
@data -5.0, 2.142857142857143, 239.0608189611822
@data -3.928571428571429, 2.142857142857143, 149.71452356797283
@data -2.857142857142857, 2.142857142857143, 90.25631115618135
@data -1.7857142857142856, 2.142857142857143, 58.52043612719174
@data -0.7142857142857144, 2.142857142857143, 42.85731352689233
@data 0.35714285714285676, 2.142857142857143, 29.920627428086256
@data 1.4285714285714288, 2.142857142857143, 14.772996109343664
@data 2.5, 2.142857142857143, 2.7774754860214497
@data 3.571428571428571, 2.142857142857143, 1.303464681936434
@data 4.642857142857142, 2.142857142857143, 9.891606714751779
@data 5.7142857142857135, 2.142857142857143, 19.12840318417961
@data 6.785714285714285, 2.142857142857143, 19.403485716716656
@data 7.857142857142858, 2.142857142857143, 10.422200868795754
@data 8.928571428571429, 2.142857142857143, 1.5589330853328767
@data 10.0, 2.142857142857143, 2.682911748023106
@data -5.0, 3.2142857142857144, 207.97055798699037
@data -3.928571428571429, 3.2142857142857144, 124.92651844441447
@data -2.857142857142857, 3.2142857142857144, 71.13499669614146
@data -1.7857142857142856, 3.2142857142857144, 44.43024714355519
